ID,Life expectancy
1,74.2058015346184
2,62.90072528275441
3,77.1714495505387
4,74.67029490234162
5,64.66543571742876
6,71.53488573910072
7,67.24689148176326
8,57.698512177826146
9,62.15806653061985
10,65.63152227421466
11,73.42115034598619
12,66.19938745602818
13,70.17173146610908
14,73.6032040029813
15,71.83599422830717
16,73.4045522484383
17,64.39735777130169
18,76.19824656411613
19,74.98128441161465
20,76.65274179307177
21,64.5045490325066
22,59.256276928881306
23,77.97494006889046
24,71.36938325051135
25,74.68600304781103
26,80.05608502396981
27,72.36280602192178
28,74.24695269793598
29,78.82069746816562
30,75.77752772724995
31,60.74571573296685
32,62.76118593388139
33,78.28197083985219
34,76.32836205004028
35,74.29481144342996
36,73.07175011403268
37,73.73967406239186
38,70.14836924297667
39,73.68864306443236
40,72.15745920530361
41,64.66583518155147
42,72.11295651537034
43,69.32480805333569
44,70.63880304614814
45,71.23418527208338
46,73.0498464474436
47,72.9035235129799
48,72.07257088621502
49,75.39424925585422
50,70.47989297088475
51,69.13989268348496
52,72.03491815184658
53,60.87905383403486
54,69.98379098307211
55,71.07647104269833
56,71.8021505688405
57,77.48583349734672
58,71.30728977302412
59,61.497850686768835
60,67.1408262970412
61,68.15109839091613
62,74.21718528163774
63,52.504401888016446
64,71.05429808936081
65,69.08118488638021
66,75.38720688808333
67,59.939006925681475
68,76.10995850416155
69,80.36947252301943
70,75.88715582849261
71,79.39703471683369
72,67.681021685426
73,66.74801164015257
74,72.76059397293015
75,75.53828732146093
76,64.54989330848626
77,62.01580683854468
78,71.31369487813299
79,65.98189525672332
80,78.77917626562292
81,71.22254737453042
82,71.58925233989594
83,78.63649641818517
84,61.61368269957964
85,60.1072354347764
86,67.85218118652683
87,75.64178243412147
88,75.56267241421095
89,62.6164201701433
90,62.847904599092104
91,67.7201317758014
92,74.40627964698803
93,71.17133958487327
94,71.13987332439532
95,76.45880675569754
96,79.06274306766832
97,64.09490845967495
98,75.74979017377457
99,62.08827169497408
100,74.56953231337162
101,78.22538569112787
102,64.66756707517996
103,70.11863623481175
104,67.54703955546968
