ID,Life expectancy
1,76.17211191577971
2,59.71123185492767
3,76.59783145697287
4,75.27387412022914
5,63.717999400665626
6,71.43797955999176
7,67.42900330428365
8,57.34569985187495
9,59.017059605475126
10,62.20947324868288
11,70.63998344324585
12,55.85352142841612
13,70.82191870204859
14,72.84610983381388
15,73.22083458269852
16,70.93553348401865
17,61.51616370266652
18,79.19352041508124
19,76.89906117067635
20,83.40217119465355
21,62.69800806994315
22,55.800964160426695
23,82.61834758951181
24,71.49236506921704
25,73.98878652942379
26,81.42845702880341
27,72.6144808436797
28,74.48598176095675
29,80.57917325672514
30,79.95157211872275
31,58.95124738236474
32,64.94285002316371
33,81.65837643708109
34,79.07473902209401
35,76.87049254214239
36,74.1830594408563
37,75.43692887994163
38,70.01051666301566
39,77.47969719823685
40,74.32154205858927
41,61.642661968614775
42,71.97075027825122
43,70.53563686521782
44,72.52260314673849
45,79.48303569245175
46,72.11078165894219
47,71.73544239126528
48,74.49478048258658
49,78.37722768748311
50,71.5089749689431
51,69.65464496431582
52,73.85796277356529
53,66.12948716282695
54,72.18124197579121
55,73.08463821322209
56,69.16333222392156
57,81.43431011048514
58,71.97095498410629
59,64.59590753242237
60,64.61090327986201
61,65.02362850230118
62,74.56098388634568
63,53.201609341642865
64,72.86183144383874
65,71.14717379012592
66,81.61827137264227
67,55.2431492719175
68,79.611151126335
69,79.27172529473569
70,73.40602616543771
71,80.23849822144983
72,66.01995980109373
73,67.40468520474691
74,73.99235312229523
75,73.02664736639804
76,62.76936077363305
77,59.9412230367475
78,72.12660185833707
79,61.11572281542956
80,82.46875121644759
81,59.97408434551358
82,73.1902817054696
83,82.76863034689558
84,58.985692399076
85,53.318542750678176
86,64.62788517870587
87,76.04703656624054
88,76.61974895888753
89,59.64150235778271
90,59.35050769564862
91,68.5383166726256
92,75.64896247533835
93,73.82637962015268
94,71.15608760203047
95,73.24378226081122
96,82.60985314332827
97,63.025668309560395
98,82.17496834771427
99,60.39979188550066
100,74.37164711583567
101,87.25560051213662
102,62.19542254499792
103,68.38195545443476
104,64.89883077404957
105,67.0672527569595
106,81.49436436362927
107,62.115016525373875
108,75.48579944466792
109,73.3140888631552
110,64.17919789200329
111,71.1628082389168
112,57.90404992613659
113,66.140394698029
114,71.56281690479081
115,74.5122336181826
116,68.29273161299339
117,74.43899253131505
118,67.91242389984325
119,55.59623773108747
120,69.21620570132251
121,63.29809206500589
122,70.61241502440387
123,65.89932292247101
124,71.68428870666759
125,65.2112769585824
126,75.39706134288198
127,75.02803409495804
128,77.87735581531456
129,73.95092087879546
130,82.87142449262178
131,71.66898851386672
132,70.56367660235968
133,75.22481037962389
134,70.64354978321067
135,67.56005479454727
136,84.17913403036519
137,71.83899200088305
138,74.56233224626425
139,68.87468003235591
140,63.74822814999071
141,69.10475146634164
142,64.25370511674583
143,76.65394658740782
144,71.13250446254419
145,65.57063398677101
146,80.01931785801901
147,52.57178211612248
148,70.69643162564446
149,80.22873961482524
150,64.96443643325217
151,58.746298328220426
152,76.61811511453558
153,75.30065442395075
154,76.04575370335186
155,49.49514605061942
156,67.25973748675321
157,52.17923647022968
158,61.15214784601736
159,72.8784248525805
160,65.62143792514729
161,66.28670314458935
162,46.84406235196321
163,74.92414952698397
164,77.59085810593423
165,76.90311920602933
166,63.744196811234715
167,54.88340656125934
168,61.5907010294679
169,63.841591438090774
170,72.09447373180485
171,75.40486043208197
172,54.589382172678455
173,76.52357923201302
174,58.91801384428856
175,52.797952347489414
176,76.98535701232063
177,76.0737740774321
178,67.7831527024933
179,72.46687241880663
180,72.73417772217515
181,72.09436955342932
182,49.97838623570167
183,63.51287614870063
184,68.1393211920733
185,73.55455989759542
186,38.28010517123321
187,67.54686786723906
188,65.577848709756
189,78.00716404257982
190,67.6445932354541
191,75.14322765799795
192,70.9803942316401
193,74.94344534866343
194,70.73249954792433
195,70.29943292649622
196,71.7692549546543
197,82.61482137545407
198,57.56756991553887
199,74.30237957195715
200,72.60258981005464
201,59.819031403573476
202,59.608071993877616
203,63.30034642948681
204,75.35409183793581
205,61.43072680040562
206,61.05743763819172
207,75.38319180298815
208,61.901104764399555
209,77.33715599050147
210,77.57937519487997
211,57.77379016590856
212,75.2324715128095
213,62.85562172436295
214,73.0316015126777
215,72.77495579786336
216,72.47505497475177
217,46.83480842149815
218,74.43115933693541
219,71.8467998351453
220,71.12498716019346
221,63.99074203129365
222,75.15616361289855
223,70.56883631924948
224,71.72672730337035
225,77.21195438117904
226,69.89497756812975
227,67.04781666869535
228,67.695657772238
229,64.19882796520614
230,72.92494209527878
231,76.21596925471538
232,70.6274343197922
233,64.28376148696763
234,70.07631558537221
235,68.48671833709153
236,73.44981908135277
237,59.617367216474534
238,54.14498699988208
239,81.44003060452792
240,67.90682889268713
241,71.9856772982667
242,68.6109633913826
243,71.69404277951035
244,58.2511942819804
245,72.24794854558262
246,72.96779885881622
247,52.11149024175755
248,75.80132962014521
249,80.24111539288377
250,75.74197340606798
251,75.0686003676922
252,78.35150091041085
253,69.03920635758853
254,62.21545406352992
255,62.027536291617494
256,66.59444150353454
257,73.63927381868159
258,65.80212139972502
259,68.42360643936972
260,79.05164348655191
261,75.50252005843862
262,63.42749360749487
263,59.002461510036504
264,61.516899122175886
265,73.59628036341685
266,69.31300431916029
267,67.20321325479883
268,57.48564100834971
269,63.58693489281165
270,56.170264064517866
271,67.66224261254457
272,76.85403416716134
273,82.15557676709675
274,81.82461632689973
275,59.649074374701435
276,50.859787985255636
277,76.51579171223977
278,74.57400810485906
279,69.39213967090579
280,69.01128040959813
281,72.28310205121957
282,51.41576212215376
283,74.82221811488297
284,72.5734253022585
285,70.48703205843081
286,79.77091094049422
287,51.72214620155511
288,76.29514364603136
289,73.22076548449469
290,72.75049126663414
291,74.92238598184197
292,72.89620075947505
293,59.844446360587774
294,69.12580492352845
295,68.68641141713307
296,73.16813594283128
297,61.46294077947573
298,68.4383137776199
299,70.19311181435397
300,71.51656753740326
301,73.05380059592868
302,69.04454657957986
303,57.60638963479006
304,72.16460807018423
305,73.44528598472219
306,72.52331675403148
307,58.45201148369061
308,58.6434257321811
309,75.86093754059611
310,79.42012517488187
311,69.64523562474332
312,77.58167003553342
313,65.92978581265193
314,72.45809611646888
315,73.36211097524793
316,73.66879326973198
317,58.71681197478663
318,66.49299420419985
319,71.41009493125864
320,72.5054856246704
321,73.44479822803001
322,72.2593776892256
323,54.98725179067923
324,71.47290984886352
325,80.76328960049631
326,60.93861376624308
327,87.2580910490573
328,58.53093910819938
329,77.25040400827363
330,57.33939772348346
