ID,Life expectancy
1,73.62763207516544
2,61.60295069905032
3,76.85738200084553
4,75.59113600740451
5,64.03199939855135
6,70.16058479056758
7,66.33458238184622
8,60.87301179715691
9,61.338044885390495
10,65.67890760944287
11,74.0465923250607
12,62.19868104214079
13,70.33999003806828
14,71.44313853390194
15,71.32585599664182
16,73.44736908763763
17,63.66302392835637
18,77.41152124524467
19,73.70068970099267
20,80.2678276412167
21,63.693580826263506
22,59.32597498042841
23,78.92159885278454
24,73.19733514301366
25,75.1501013190692
26,81.44997386083293
27,72.41149946323769
28,72.78309451281521
29,80.57731408254215
30,78.35042641214712
31,61.02446022878367
32,63.72193321907327
33,79.8708563215449
34,78.35134862445494
35,74.51175981846634
36,73.1607403931057
37,72.46226035171426
38,69.7600060513505
39,73.80634985369545
40,72.03918696557889
41,63.857677343011495
42,70.8203224506569
43,68.57157990645962
44,71.98349612803337
45,70.74226144887359
46,73.28952707967008
47,71.7880120385348
48,72.3331820186809
49,76.03706093803176
50,70.83604632651158
51,68.1560353408388
52,71.67789901970119
53,61.44494980575596
54,70.28291927670088
55,71.54834618282871
56,70.00318205763973
57,78.75644863140967
58,70.68795031906448
59,61.583063015959965
60,66.47715507581853
61,67.2554652302888
62,73.7551384434908
63,53.273966340418745
64,71.45512947773172
65,68.15734890295079
66,78.5678730941487
67,61.48956281246976
68,76.45859824307834
69,82.4067777300769
70,73.62068034264867
71,79.59121321738269
72,64.53379479456585
73,66.26151466500399
74,73.96106223434501
75,73.09157311954633
76,64.2029471674477
77,62.33208060844944
78,71.50699742214509
79,65.24567913088373
80,81.91902253556312
81,68.98517106432872
82,73.29610827010508
83,79.45607886520688
84,62.034006385483714
85,60.601185505750834
86,66.80580960544894
87,77.00890207573008
88,74.52669995021196
89,61.77243302167589
90,62.74130551985251
91,67.36016257461257
92,74.10634674386198
93,70.91407660409682
94,72.38279147220028
95,74.01577189073147
96,80.94514207277079
97,63.959445755728716
98,79.36812449878654
99,61.443434252138644
100,74.90246216106067
101,81.26530197243329
102,63.62003221449723
103,69.35215760402765
104,67.04005249620319
105,68.02218292058903
106,78.65689647945935
107,62.42492437939924
108,73.50102548264432
109,73.58191829581239
110,64.31020871591019
111,72.53710479113148
112,61.97327300893163
113,66.2401932216808
114,70.2705882074522
115,72.67821142111738
116,68.84109861079418
117,73.61463960935716
118,67.23361609416153
119,61.11003648515286
120,66.95235356220164
121,64.80491647623721
122,70.07524735083615
123,67.55413811428726
124,69.65433967805326
125,65.54953938543264
126,73.6753162742278
127,76.9020390572308
128,79.29709442309827
129,72.74186048759395
130,82.34786120869686
131,70.13617524696934
132,71.34639429685758
133,72.6708869460121
134,68.67568981525923
135,66.65940684141633
136,79.89479659462434
137,72.0169621572585
138,72.80294937880484
139,69.76374438178973
140,64.20168995622932
141,68.33343057270697
142,69.27638566310188
143,74.84034397832022
144,70.25628995682709
145,64.16482160834597
146,79.5961152098078
147,57.839315477683854
148,70.55803972869852
149,77.51570600473138
150,61.188760083533346
151,61.50241315763815
152,76.30899858768299
153,73.15483611659725
154,74.11142196088022
155,47.32327759924754
156,68.85846474948255
157,57.51728614178628
158,65.4131523656815
159,70.01750012869087
160,67.6272995659226
161,65.90456553488922
162,49.68490702522295
163,72.65104411766424
164,75.63254115137286
165,73.32703296129127
166,65.86949502700755
167,60.138600944273016
168,65.24431906656939
169,62.021989938617665
170,74.5107911183325
171,74.14935938503194
172,51.592059800229364
173,78.09915406349236
174,60.774494025179976
175,58.29909455439214
176,76.13706705818247
177,75.06536058585803
178,66.37037771090654
179,73.54498307027924
180,72.68422805169516
181,69.63342979735258
182,56.76763844099381
183,66.00077329837583
184,69.66784960676233
185,73.36466592389645
186,53.55599144080519
187,65.74767066364225
188,68.71729056831862
189,78.39059971262321
190,69.20861282161023
191,76.75643880533013
192,69.54428591884076
193,72.89627050929987
194,70.32843395233617
195,67.39900764143125
196,73.33554333720794
197,82.18918039754702
198,60.80405614200917
199,71.44946969052005
200,71.52740338720163
201,61.285758782519274
202,61.74656852071962
203,64.70246479295758
204,74.49472914487245
205,64.41994520548333
206,64.29412072869951
207,73.50076103061257
208,64.41196296631067
209,76.97500457192545
210,76.88728511777913
211,62.044633990140255
212,73.00260756577487
213,68.08418667838012
214,70.09517823756883
215,71.01759779803375
216,73.06782791780107
217,51.06614509781619
218,71.90168952862155
219,70.5106950041974
220,70.50344900375899
221,64.28422804390569
222,73.54180048775582
223,69.3754343460383
224,69.92421476103115
225,76.57084416241597
226,70.33643671160252
227,67.49568734854118
228,67.33214027118846
229,63.6433832212083
230,71.16910769733188
231,77.28580013293211
232,71.0570096871899
233,66.63103683612721
234,67.52710503608813
235,70.01611365770138
236,72.86053973946639
237,61.68362218201842
238,56.27025291653053
239,79.97275848048663
240,68.76548194623632
241,71.89668613890241
242,69.52476396409072
243,70.91140237412125
244,61.758992565401925
245,72.29148709478362
246,72.01600471918543
247,59.10345323647749
248,73.6640395812787
249,78.41639648606986
250,74.02698762181821
251,72.37672963348258
252,75.96707351886499
253,70.23598742710774
254,64.18754032804705
255,63.63953725972361
256,67.87641056793568
257,72.32733536399981
258,65.43541305036543
259,67.84747339065507
260,78.96216033372315
261,72.97628641971157
262,64.0741041815296
